Ticker,Company,Market Cap,Overall Rating,Sector,Industry,Country,Valuation Grade,Profitability Grade,Growth Grade,Performance Grade,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Earnings,Price,Target Price,Percent Diff
ELD,WisdomTree Emerging Markets Local Debt Fund,6.33B,58.53,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,5.13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.61%,2.88%,1.37%,-6.54%,1.83%,1.72%,-0.83%,-0.66%,2.29%,-8.20%,10.55%,46.73,-,26.3,-,
ELDN,"Eledon Pharmaceuticals, Inc.",32.19M,69.01,Healthcare,Biotechnology,USA,A+,C+,C+,D+,-,-,-,0.25,0.49,-,-,-,85.20%,29.80%,61.40%,-,-,-10.80%,-,10.07%,0.08%,49.50%,-3.80%,1.11,-24.10%,-25.10%,-,10.8,10.8,0,0,-,-,-,-20.45%,0.41%,-36.86%,-30.40%,7.46%,6.79%,-7.30%,-11.67%,-14.68%,-40.96%,20.69%,40.85,-,2.45,18.2,642.8571429
ELEV,"Elevation Oncology, Inc.",27.00M,66.34,Healthcare,Biotechnology,USA,A,C-,C+,C+,-,-,-,0.4,0.25,-,-,-,-248.60%,48.40%,-,-,-,-215.70%,-,0.10%,0.00%,73.00%,-5.95%,0.34,-66.00%,-78.50%,-,7.3,7.3,0.44,0.44,-,-,-,8.57%,26.11%,-0.87%,-65.03%,20.00%,9.01%,6.95%,11.03%,-11.71%,-75.27%,57.70%,54.91,-,1.14,4.17,265.7894737
ELF,"e.l.f. Beauty, Inc.",4.01B,82.21,Consumer Defensive,Household & Personal Products,USA,C,B+,B+,A,47.71,3.3,8.07,10.29,46.08,50.88,-,0.00%,238.50%,13.63%,-1.70%,26.70%,7.80%,196.70%,49.30%,2.00%,-36.85%,97.60%,1.87%,1.8,8.90%,13.50%,6.30%,3,2.1,0.16,0.18,66.20%,12.50%,9.40%,28.51%,36.81%,97.19%,186.98%,35.97%,3.49%,3.39%,21.33%,70.46%,-0.78%,266.96%,72.38,Feb 01/a,75.19,72.3,-3.843596223
ELLO,Ellomay Capital Ltd.,159.62M,55.18,Utilities,Utilities - Renewable,Israel,B+,C-,D,C+,-,-,2.66,1.83,2.99,-,-,-,-219.50%,-,-81.10%,-,30.90%,-64.80%,16.50%,69.80%,0.00%,22.50%,0.14%,3.27,-2.10%,-12.60%,1.30%,0.6,-,4.37,4.89,29.20%,12.10%,-21.40%,-11.10%,-37.19%,-45.86%,-51.38%,-16.16%,1.82%,-18.98%,-22.15%,-45.06%,-56.37%,5.84%,38.9,-,12.5,-,
ELMD,"Electromed, Inc.",113.23M,83.51,Healthcare,Medical Devices,USA,B+,B+,B-,A-,21.67,3.63,2.59,3.1,16.41,-,-,0.00%,-0.80%,71.43%,0.00%,15.00%,10.00%,17.60%,14.70%,4.70%,0.00%,36.30%,-5.67%,4.4,5.20%,6.10%,6.70%,5.7,5.1,0,0,75.10%,6.10%,4.80%,15.45%,30.13%,34.02%,6.12%,23.93%,4.07%,4.87%,16.00%,23.92%,-6.07%,48.57%,59.99,Feb 14/a,13,20.5,57.69230769
ELME,Elme Communities,1.61B,54.13,Real Estate,REIT - Office,USA,B-,D+,C,C+,-,-,7.67,1.27,191.27,132.78,3.91%,-,43.80%,-20.00%,-47.80%,3.90%,-5.70%,51.80%,24.40%,0.60%,0.00%,93.50%,-2.97%,5.18,-1.60%,-2.40%,-,-,-,0.44,0.44,61.10%,-3.20%,-14.90%,-3.92%,-6.88%,-6.17%,-20.72%,3.37%,2.10%,-2.58%,-0.54%,-7.37%,-29.56%,14.00%,43.09,Feb 16/a,18.4,19,3.260869565
ELOX,"Eloxx Pharmaceuticals, Inc.",7.41M,69.56,Healthcare,Biotechnology,USA,A+,C,C,C+,-,-,-,-,0.3,-,-,-,-10.70%,13.90%,29.10%,-,-,24.40%,-,6.43%,0.00%,37.90%,-0.79%,0.18,-112.60%,-541.60%,-,1.2,1.2,-,-,-,-,-,-25.87%,-41.54%,-77.92%,-81.40%,74.73%,9.57%,-15.68%,-11.94%,-60.47%,-87.07%,87.51%,37.19,-,3.18,50,1472.327044
ELP,Companhia Paranaense de Energia - COPEL,3.53B,54.62,Utilities,Utilities - Diversified,Brazil,A-,D+,D+,C-,9.67,-,0.8,4.41,4.23,-,14.41%,82.07%,-1.70%,11.70%,35.40%,-,12.90%,-78.90%,-21.80%,55.60%,0.00%,10.10%,-0.48%,2.3,1.80%,4.10%,12.40%,1.5,1.5,0.53,0.65,21.10%,8.60%,3.80%,-14.06%,-14.29%,3.28%,0.67%,-9.87%,2.74%,-5.05%,-7.94%,-2.16%,-18.28%,18.65%,35.75,-,6.48,8.75,35.0308642
ELS,"Equity LifeStyle Properties, Inc.",12.50B,56.3,Real Estate,REIT - Residential,USA,D+,B-,C-,B-,32.41,6.67,8.69,8.75,4167.93,28.13,2.63%,103.90%,7.10%,8.75%,6.10%,7.00%,9.40%,4.90%,1.40%,0.60%,0.00%,96.10%,0.66%,5.44,5.30%,19.60%,8.30%,-,-,2.34,2.34,49.20%,28.10%,19.80%,-5.69%,2.48%,-2.90%,-11.51%,5.37%,1.93%,-3.93%,-0.37%,-0.92%,-18.77%,19.61%,42.84,Jan 30/a,68.07,75.3,10.62141913
ELSE,"Electro-Sensors, Inc.",15.72M,71.05,Technology,Scientific & Technical Instruments,USA,A,C+,C+,C,-,-,1.75,1.21,1.64,-,-,0.00%,425.90%,-,14.90%,-,4.00%,609.10%,0.00%,10.50%,0.00%,7.60%,-,0.01,0.10%,0.10%,3.00%,14.2,12.2,0,0,53.80%,-1.20%,0.10%,6.65%,-6.44%,-19.83%,-12.43%,2.88%,1.62%,3.10%,2.80%,-8.91%,-24.39%,12.86%,56.39,-,4.65,-,
ELTK,Eltek Ltd.,24.69M,73.47,Technology,Electronic Components,Israel,A-,B+,C+,C,-,-,0.64,1.15,3.17,61.73,-,0.00%,48.20%,-,19.90%,-,-1.80%,-,28.80%,25.30%,0.00%,2.20%,-7.10%,0.19,15.30%,30.60%,21.30%,2.4,1.9,0.14,0.17,20.80%,7.60%,16.60%,-7.98%,2.22%,-3.93%,5.87%,0.87%,2.42%,-3.02%,-2.64%,2.89%,-11.51%,17.90%,43.84,Mar 09/b,4.15,-,
ELV,"Elevance Health, Inc.",111.32B,71.67,Healthcare,Healthcare Plans,USA,B+,B,C,C+,12.72,1.54,0.71,3.09,15.07,18.5,1.26%,20.40%,0.30%,12.77%,19.40%,12.36%,11.70%,-15.00%,9.20%,0.10%,0.00%,92.80%,0.08%,1.5,5.90%,16.70%,11.40%,-,-,0.62,0.66,-,5.50%,3.80%,-5.72%,-11.76%,-3.07%,1.46%,-8.33%,1.93%,-2.45%,-3.65%,-3.97%,-14.43%,6.87%,39.97,Jan 25/b,470.24,580.6,23.46886696
ELVN,"Enliven Therapeutics, Inc.",963.78M,88.78,Healthcare,Biotechnology,USA,A,B,B+,A-,-,-,-,1.61,-,-,-,0.00%,102.40%,63.20%,33.40%,-,-,322.00%,-,1.20%,0.00%,50.60%,-9.84%,2.12,2.00%,2.10%,-,49,49,0,0,-,-,-,21.70%,29.69%,368.22%,225.00%,35.09%,10.23%,-,-,-,-,-,54.84,-,22.1,-,
ELVT,"Elevate Credit, Inc.",58.83M,68.39,Financial,Credit Services,USA,A,D+,C,B,6.93,-,0.12,0.35,-,-,-,-,-43.90%,119.10%,132.91%,-1.22%,-,-,11.30%,14.07%,0.00%,30.68%,-,0.77,-,-,-,-,-,-,-,-,-,-,3.31%,1.08%,17.61%,-41.38%,6.86%,1.14%,2.69%,3.83%,3.40%,-45.32%,179.90%,69.19,-,1.87,2.5,33.68983957
ELYM,"Eliem Therapeutics, Inc.",92.51M,71.18,Healthcare,Biotechnology,USA,A,C+,C+,C+,-,-,-,0.67,0.75,-,-,-,-368.80%,23.10%,-,-,-,47.60%,-,0.60%,0.00%,69.80%,-1.66%,1.69,-30.70%,-32.10%,-,21.2,21.2,0,0,-,-,-,-2.58%,25.93%,12.96%,-66.00%,-7.36%,15.05%,6.59%,-0.62%,2.95%,-70.45%,53.85%,51.22,-,3.4,6,76.47058824
ELYS,"Elys Game Technology, Corp.",22.79M,72.48,Consumer Cyclical,Gambling,Canada,A,C,C,B+,-,-,0.52,1.46,4.85,-,-,-,5.30%,20.50%,-19.10%,-,38.60%,6.80%,20.00%,4.50%,0.00%,8.40%,-14.44%,0.28,-42.30%,-114.00%,-147.80%,1.1,1.1,0.01,0.04,-,-66.50%,-41.90%,4.66%,413.25%,39.00%,-69.86%,176.61%,14.25%,-10.02%,29.95%,33.40%,-73.48%,597.75%,53,-,0.77,2,159.7402597
EM,Smart Share Global Limited,350.40M,70.99,Consumer Cyclical,Personal Services,China,A,C,D+,B+,-,-,0.79,0.8,0.78,-,-,-,-94.30%,-,-,-,-,-20.50%,-12.40%,14.44%,0.00%,8.60%,-0.34%,0.8,-10.20%,-14.40%,-3.20%,2.6,2.6,0.02,0.04,81.50%,-14.80%,-14.50%,8.94%,57.63%,43.32%,15.52%,17.53%,7.97%,4.42%,4.53%,26.91%,-27.57%,123.33%,55.57,Dec 20/b,1.34,2.64,97.01492537
EMAN,eMagin Corporation,86.00M,70.74,Technology,Electronic Components,USA,A-,D+,C+,B,-,-,2.93,4.07,22.05,-,-,-,61.80%,-,23.00%,20.00%,4.00%,-131.00%,31.00%,0.10%,-80.89%,13.30%,-7.40%,16.39,-1.40%,-4.00%,-24.30%,3.2,1.9,0.67,0.76,29.50%,-16.40%,-2.60%,8.91%,28.40%,50.62%,-9.09%,29.41%,6.50%,-1.01%,13.18%,34.88%,-16.03%,99.96%,55.55,Mar 09/b,1.1,-,
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,-,57.23,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,4.95%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.46%,-1.33%,-0.02%,-12.18%,0.82%,0.73%,-0.78%,-1.42%,-0.03%,-13.34%,11.70%,46.18,-,85.28,-,
EMBC,Embecta Corp.,1.83B,76.88,Healthcare,Medical Instruments & Supplies,USA,A,B+,D+,B,13.24,-,1.64,-,4.76,5.92,1.89%,10.90%,-45.70%,14.42%,-,-,-,-64.10%,-4.70%,0.80%,0.68%,94.60%,-2.10%,3.36,15.40%,-18.10%,36.80%,2.1,1.7,-,-,68.10%,25.30%,14.30%,16.01%,-3.58%,-0.56%,-,25.50%,4.56%,4.23%,15.01%,9.25%,-35.22%,42.33%,59.3,Feb 14/b,31.74,26.5,-16.50913674
EMBD,Global X Emerging Markets Bond ETF,-,57.91,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,4.28%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.77%,-0.95%,0.75%,-9.87%,0.79%,0.69%,-0.88%,-1.39%,0.58%,-11.64%,10.91%,45.31,-,21.56,-,
EMBK,"Embark Technology, Inc.",93.50M,63.36,Technology,Software - Application,USA,A+,C,C,C-,-,-,-,0.42,-,-,-,-,-476.80%,-19.40%,-,-,-,28.10%,-,0.90%,0.00%,63.70%,6.70%,3.34,-53.90%,-63.50%,-,12.8,12.8,0.01,0.01,-,-,-,-23.03%,-7.52%,-58.13%,-95.86%,15.81%,11.02%,-19.29%,-2.64%,-57.59%,-97.17%,88.61%,41.13,-,3.81,35.2,823.8845144
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,-,59.71,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,4.05%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.85%,1.05%,0.58%,-6.53%,0.39%,0.85%,-1.00%,-1.06%,1.28%,-7.16%,8.05%,42.25,-,62.13,-,
EMCG,Embrace Change Acquisition Corp.,-,64.73,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,1.24%,3.67%,-,-,1.84%,0.81%,0.56%,1.48%,1.98%,-4.79%,4.29%,77.74,-,10.39,-,
EMCR,Xtrackers Emerging Markets Carbon Reduction and Climate Improvers ETF,-,58.96,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,2.91%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.08%,0.19%,0.56%,-14.76%,4.82%,0.41%,-0.56%,-0.78%,1.59%,-16.28%,18.30%,48.61,-,26.79,-,
EMD,Western Asset Emerging Markets Debt Fund Inc.,554.87M,54.44,Financial,Closed-End Fund - Debt,USA,A,D+,D+,D,-,-,-,0.93,-,-,10.42%,-,-,-,-,-,-,-,-,-,-,42.89%,-,0.46,-,-,-,-,-,-,-,-,-,-,-3.96%,-0.32%,0.55%,-17.18%,1.10%,1.55%,-1.58%,-0.69%,2.56%,-17.10%,24.46%,46.6,-,9.21,-,
EMDV,ProShares MSCI Emerging Markets Dividend Growers ETF,-,64.54,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,3.43%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.21%,3.21%,4.15%,-10.05%,7.08%,0.63%,0.74%,1.33%,4.23%,-10.77%,21.75%,54.67,-,48.41,-,
EME,"EMCOR Group, Inc.",7.96B,65.35,Industrials,Engineering & Construction,USA,C+,C,C,B+,16.07,20.69,0.72,4.08,17.44,18.88,0.36%,6.60%,14.80%,14.43%,20.70%,1.00%,7.60%,39.20%,11.70%,1.60%,-10.40%,97.10%,-2.76%,2.57,7.60%,20.60%,18.60%,1.3,1.2,0.12,0.13,14.50%,5.10%,3.70%,13.33%,9.07%,42.07%,45.37%,14.07%,2.36%,10.32%,12.85%,31.39%,-0.55%,76.65%,76.17,Feb 23/b,168.95,183.25,8.464042616
EMF,Templeton Emerging Markets Fund,184.67M,63.49,Financial,Closed-End Fund - Foreign,USA,A-,C-,C+,C,-,-,21.23,0.84,307.78,-,3.45%,-,-269.80%,-,-26.00%,-,5.80%,-256.10%,63.90%,-,-,57.50%,0.51%,0.15,-27.20%,-29.60%,2.00%,-,-,0.12,0.12,56.10%,55.00%,-,-8.92%,3.24%,5.33%,-12.59%,2.80%,1.21%,-1.90%,-2.18%,4.13%,-13.44%,23.54%,44.6,-,11.74,-,
EMFM,Global X Next Emerging & Frontier ETF,-,57.85,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,2.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.62%,-2.89%,-1.19%,-12.56%,1.80%,0.61%,-0.80%,-1.23%,-0.62%,-15.38%,7.79%,44.4,-,18.62,-,
EMGF,iShares MSCI Emerging Markets Multifactor ETF,-,55.12,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,3.97%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.44%,-3.69%,-3.16%,-15.53%,1.63%,0.87%,-0.16%,-1.58%,-1.22%,-16.70%,11.20%,47.56,-,41.71,-,
EMHY,iShares J.P. Morgan EM High Yield Bond ETF,-,58.96,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,7.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.23%,-0.06%,2.41%,-9.88%,0.90%,0.63%,-0.74%,-1.41%,1.50%,-11.82%,11.96%,45.93,-,35.29,-,
EMIF,iShares Emerging Markets Infrastructure ETF,-,59.4,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,2.98%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.97%,-1.29%,0.55%,-9.32%,3.42%,0.54%,-0.58%,-1.04%,1.01%,-12.24%,14.42%,46.62,-,21.5,-,
EMKR,EMCORE Corporation,74.49M,62.87,Technology,Semiconductors,USA,A,D+,C,C+,-,-,0.7,0.48,3.14,-,-,-,-191.10%,46.00%,-33.20%,15.00%,0.20%,-603.40%,-40.80%,0.80%,0.00%,56.10%,-6.88%,0.73,-20.40%,-30.70%,-17.90%,2.9,1.7,0.11,0.11,15.90%,-35.60%,-36.00%,12.90%,-1.41%,-41.18%,-64.47%,45.45%,7.70%,3.47%,15.83%,-32.74%,-64.82%,62.54%,55.08,Feb 08/a,1.4,3.38,141.4285714
EML,The Eastern Company,131.10M,62,Industrials,Tools & Accessories,USA,A,C-,C,C-,-,-,0.49,1.06,-,-,2.08%,19.70%,46.70%,-,15.70%,-,12.40%,18.60%,12.10%,4.00%,0.00%,69.30%,7.33%,6.6,5.10%,11.70%,7.80%,2.9,1.5,0.54,0.6,21.90%,6.40%,5.20%,-3.68%,-7.91%,5.74%,-11.64%,9.85%,1.97%,-1.13%,-0.75%,2.06%,-16.58%,23.86%,46.93,Mar 14/a,21.18,-,
EMLC,VanEck J.P. Morgan EM Local Currency Bond ETF,-,60.7,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,5.58%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.69%,1.32%,1.95%,-7.32%,1.36%,0.56%,-0.57%,-0.89%,1.63%,-9.77%,9.74%,46.1,-,24.56,-,
EMLP,First Trust North American Energy Infrastructure Fund,-,60.2,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,3.10%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.27%,-2.72%,-2.13%,2.92%,1.76%,1.16%,-0.16%,0.14%,0.74%,-6.34%,12.19%,50.41,-,27.16,-,
EMN,Eastman Chemical Company,10.32B,48.42,Basic Materials,Specialty Chemicals,USA,C+,C,D,C-,9.81,3.54,0.98,2.02,20.94,17.77,3.62%,47.70%,1.60%,14.36%,-2.40%,3.91%,2.10%,-99.70%,-11.90%,0.65%,-0.25%,87.80%,-3.01%,2.02,5.30%,14.60%,9.50%,1.2,0.6,0.78,1,20.20%,11.00%,7.50%,-2.69%,0.74%,-4.11%,-25.58%,7.15%,2.38%,0.15%,0.52%,-1.15%,-26.93%,24.82%,51.89,Jan 26/a,87.26,95.43,9.362823745
EMNT,PIMCO Enhanced Short Maturity Active ESG ETF,-,63.74,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,2.45%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.05%,0.21%,-0.37%,-1.54%,0.51%,0.06%,-0.10%,0.02%,-0.04%,-1.54%,0.92%,46.18,-,97.39,-,
EMO,ClearBridge Energy Midstream Opportunity Fund Inc,394.68M,63.43,Financial,Closed-End Fund - Equity,USA,A+,D+,D+,C+,-,-,-,-,-,-,6.94%,17.01%,-,-,-,-,-,-,-,-,-,45.69%,-,0.41,-,-,-,-,-,-,-,-,-,-,-1.80%,0.39%,6.71%,15.28%,6.82%,1.77%,0.36%,2.56%,7.90%,-4.08%,39.31%,54.07,-,30.55,-,
EMQQ,EMQQ The Emerging Markets Internet & Ecommerce ETF,-,61.01,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,0.19%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-8.99%,7.45%,1.79%,-10.40%,7.20%,1.76%,-1.43%,-2.03%,6.10%,-11.33%,53.44%,47.93,-,31.87,-,
EMR,Emerson Electric Co.,47.88B,63.12,Industrials,Specialty Industrial Machinery,USA,C,A-,C-,C,19.02,-,2.58,4.65,21.08,42.72,2.43%,26.00%,41.60%,10.52%,16.20%,-,5.20%,-55.10%,6.90%,0.20%,-8.45%,76.10%,-0.28%,1.53,13.50%,44.50%,11.90%,1.1,0.9,0.76,0.93,43.10%,16.50%,25.20%,-6.64%,-10.68%,4.65%,-8.25%,-10.95%,2.00%,-0.12%,-5.42%,-1.42%,-14.46%,18.14%,47.06,Feb 08/b,85.54,101.78,18.98527005
EMSG,Xtrackers MSCI Emerging Markets ESG Leaders Equity ETF,-,58.65,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,2.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-6.08%,1.28%,1.40%,-15.60%,4.94%,0.47%,-1.08%,-1.26%,2.20%,-17.20%,23.24%,47,-,24.48,-,
EMTL,SPDR DoubleLine Emerging Markets Fixed Income ETF,-,58.47,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,4.35%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.90%,0.12%,-2.67%,-11.96%,0.58%,0.31%,-1.38%,-1.55%,-0.77%,-12.13%,9.33%,37.61,-,40.43,-,
EMTY,ProShares Decline of the Retail Store ETF,-,61.32,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,0.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.75%,1.23%,-8.28%,-9.80%,-4.43%,1.58%,1.88%,-0.50%,-7.24%,-22.45%,7.87%,52.36,-,14.15,-,
EMX,EMX Royalty Corporation,289.80M,58.9,Basic Materials,Other Industrial Metals & Mining,Canada,B+,D+,C+,C,-,-,12.66,1.27,10.35,16.95,-,-,-364.90%,-,-55.80%,-,33.50%,-17.50%,520.00%,28.91%,0.00%,8.70%,-,0.35,-3.40%,-4.80%,-9.60%,4.9,4.9,0.29,0.32,-,-59.80%,-34.10%,-3.85%,11.11%,8.70%,-17.36%,5.82%,3.22%,2.35%,1.33%,5.03%,-22.42%,27.80%,54.63,-,2,-,
EMXC,iShares MSCI Emerging Markets ex China ETF,-,56.61,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,2.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.96%,-3.30%,0.08%,-14.93%,3.81%,0.89%,-0.36%,-0.47%,0.60%,-17.04%,12.69%,48.87,-,49.28,-,
ENAV,Collaborative Investment Series,-,61.01,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.36%,-,-,-,-0.23%,0.87%,-1.10%,-0.79%,-0.79%,-4.03%,3.11%,47.94,-,25.22,-,
ENB,Enbridge Inc.,78.29B,43.03,Energy,Oil & Gas Midstream,Canada,B-,D-,D+,C-,12.87,12.2,2,2.01,123.6,-,6.85%,366.20%,-55.60%,1.04%,32.20%,3.40%,3.70%,-158.10%,7.20%,9.20%,0.00%,70.50%,0.16%,28.59,1.50%,4.70%,3.50%,0.6,0.5,1.37,1.53,39.10%,11.70%,4.90%,-4.57%,-5.89%,-5.73%,-12.48%,-0.61%,1.71%,-0.85%,-2.57%,-5.47%,-18.48%,10.97%,46.81,Feb 10/b,38.86,43.8,12.71230057
ENCP,Energem Corp.,55.81M,67.7,Financial,Shell Companies,Malaysia,A+,D+,D+,B+,-,-,-,0.32,558.06,-,-,0.00%,-,-,-,-,-,-,-,31.68%,-7.11%,83.10%,-5.45%,0.79,0.10%,0.10%,-,1.1,1.1,0,0,-,-,-,0.47%,5.03%,6.50%,-,3.20%,0.43%,1.91%,3.16%,5.24%,-6.25%,6.87%,64.72,-,10.65,-,
ENER,Accretion Acquisition Corp.,265.88M,66.9,Financial,Shell Companies,USA,A,D+,C,B-,-,-,-,1.31,886.26,-,-,-,-,-,-,-,-,124.30%,-,0.30%,0.00%,72.60%,4.74%,0.16,-0.20%,-0.20%,-,0.6,0.6,0,0,-,-,-,0.49%,1.99%,3.75%,-,1.49%,0.14%,0.23%,0.87%,2.90%,-2.48%,4.71%,66.85,-,10.23,-,
ENERW,Accretion Acquisition Corp.,-,63.55,Financial,Shell Companies,USA,A-,D+,D+,B,-,-,-,13.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,359.21%,74.50%,-28.78%,-84.49%,273.26%,37.44%,32.30%,123.93%,-26.93%,-70.92%,-,58.16,-,0.07,-,
ENFN,"Enfusion, Inc.",1.17B,49.04,Technology,Software - Application,USA,B-,D,C+,D+,58.9,-,8.28,14.15,18.48,-,-,-,-40.00%,86.02%,-,-,-,-32.30%,35.20%,1.70%,-34.82%,-,-0.43%,5.04,-15.60%,-29.60%,-499.90%,8,8,0,0,69.00%,-18.10%,-12.00%,-14.30%,6.70%,-17.76%,-36.79%,5.38%,4.22%,-8.02%,-6.35%,-10.58%,-39.20%,30.64%,35.75,Mar 07/b,10.19,11.9,16.781158
ENFR,Alerian Energy Infrastructure ETF,-,58.96,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,5.56%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.94%,-4.27%,-1.63%,0.00%,2.79%,1.27%,0.24%,0.33%,0.35%,-11.30%,14.72%,51.69,-,21.75,-,
ENG,ENGlobal Corporation,26.10M,64.36,Industrials,Engineering & Construction,USA,A,C,C,C,-,-,0.67,1.24,2.69,-,-,-,-683.60%,-,-16.10%,-,-9.30%,-195.50%,122.00%,26.29%,0.00%,8.40%,-5.57%,1.13,-28.50%,-46.50%,-28.30%,2.5,2.5,0.02,0.11,1.10%,-28.40%,-29.30%,-22.34%,-25.11%,-55.49%,-51.66%,-5.99%,8.07%,-9.38%,-11.61%,-33.80%,-71.15%,5.80%,37.6,-,0.73,-,
ENIC,Enel Chile S.A.,3.34B,86.49,Utilities,Utilities - Regulated Electric,Chile,A+,B,B-,A-,0.01,-,0.55,0.65,3.1,-,1.55%,0.00%,-74.30%,6.40%,20.50%,-,14.50%,2900.30%,119.40%,-,-,2.80%,-1.41%,1.52,11.40%,37.10%,21.80%,1,0.9,0.57,0.59,32.30%,18.40%,25.20%,4.85%,9.17%,44.24%,53.55%,5.78%,3.47%,8.01%,8.26%,38.43%,-0.83%,142.61%,63.81,-,2.38,3.15,32.35294118
ENLC,"EnLink Midstream, LLC",5.34B,50.28,Energy,Oil & Gas Midstream,USA,B+,D-,C-,C,18.13,-,0.56,4.19,236.15,10.77,4.31%,59.30%,-27.00%,19.18%,127.90%,-,10.70%,210.90%,-8.60%,0.30%,-22.62%,92.50%,1.63%,4.88,4.20%,28.10%,12.40%,1.1,1,3.62,0,20.60%,6.90%,3.80%,-7.94%,-9.80%,14.17%,22.88%,-5.69%,3.11%,-3.72%,-5.90%,6.75%,-14.58%,49.29%,42.85,Feb 14/a,11.6,13.94,20.17241379
